name surname,position,fg_pct,fg3_pct,fg2_pct,ft_pct,rebounds,asists,points_per_game
Fred Vinson,SG,0.75,0.23,0.15,0.75,0.05,0.1,1.2
Charlie Ward,PG,0.76,0.34,0.42,0.76,2.38,3.58,5.87
Jamie Watson,SF,0.58,0.28,0.47,0.58,1.58,1.22,2.9
Monty Williams,SF,0.65,0.09,0.41,0.65,2.17,0.87,4.66
Dontonio Wingfield,SF,0.69,0.2,0.33,0.69,2.02,0.45,2.73
Sharone Wright,C,0.6,0.11,0.47,0.6,4.72,0.67,9.8
Cory Alexander,PG,0.75,0.34,0.4,0.75,1.83,2.84,5.76
Jerome Allen,SG,0.62,0.31,0.37,0.62,1.12,1.75,2.85
John Amaechi,PF,0.62,0.03,0.38,0.62,2.4,0.66,5.28
Ashraf Amaya,PF,0.59,0.5,0.38,0.59,3.65,0.35,3.8
Brent Barry,SG,0.84,0.4,0.51,0.84,2.91,2.98,9.12
Corey Beck,PG,0.64,0.5,0.42,0.64,1.22,0.96,1.92
Mario Bennett,SF,0.44,0.12,0.35,0.44,2.28,0.17,2.67
Travis Best,PG,0.85,0.33,0.44,0.85,1.78,3.55,7.51
Melvin Booker,PG,0.65,0.32,0.48,0.65,1.05,2.02,4.53
Donnie Boyce,SG,0.5,0.31,0.37,0.5,1.0,0.5,2.75
Marques Bragg,PF,0.56,0.0,0.45,0.56,1.5,0.2,2.5
Junior Burrough,PF,0.66,0.0,0.38,0.66,1.8,0.2,3.1
Jason Caffey,PF,0.64,0.0,0.48,0.64,4.29,0.84,7.2
Chris Carr,SG,0.76,0.32,0.42,0.76,2.12,0.89,6.35
Randolph Childress,PG,0.58,0.35,0.4,0.58,0.4,0.78,2.17
Robert Churchwell,SG,0.0,0.0,0.38,0.0,0.8,0.3,1.5
Charles Claxton,C,0.0,0.0,0.5,0.0,0.7,0.0,0.7
John Coker,C,0.28,0.0,0.45,0.28,0.93,0.17,1.37
Rastko Cvetković,C,0.0,0.0,0.33,0.0,0.8,0.2,0.7
Sasha Danilović,SG,0.8,0.38,0.48,0.8,2.45,2.0,13.45
Mark Davis,SF,0.69,0.11,0.42,0.69,2.84,1.12,4.86
Andrew DeClercq,C,0.61,0.0,0.5,0.61,4.03,0.54,4.83
Tyus Edney,PG,0.82,0.26,0.42,0.82,1.55,3.58,6.85
Vincenzo Esposito,PG,0.8,0.23,0.52,0.8,0.5,0.8,3.9
Michael Finley,SF,0.77,0.37,0.47,0.77,4.03,2.67,14.27
Sherell Ford,SF,0.77,0.16,0.47,0.77,0.9,0.2,3.2
Anthony Goldwire,PG,0.66,0.35,0.37,0.66,1.01,1.83,3.94
Thomas Hamilton,C,0.46,0.0,0.37,0.46,3.05,0.4,3.0
Alvin Heggs,SF,0.67,0.0,0.6,0.67,0.5,0.0,2.0
Alan Henderson,PF,0.63,0.13,0.49,0.63,4.67,0.57,7.24
Fred Hoiberg,SG,0.86,0.34,0.45,0.86,2.35,1.4,4.98
Darryl Johnson,PG,1.0,0.0,0.46,1.0,0.2,0.1,1.1
Frankie King,PG,0.67,0.25,0.35,0.67,1.15,0.5,2.05
Jimmy King,SG,0.6,0.07,0.4,0.6,1.4,1.2,3.75
Voshon Lenard,SG,0.71,0.36,0.44,0.71,2.43,1.85,10.28
Cedric Lewis,C,0.0,0.0,0.67,0.0,0.7,0.0,1.3
Martin Lewis,SF,0.55,0.31,0.48,0.55,1.25,0.3,3.15
Rich Manning,PF,0.63,0.29,0.4,0.63,1.6,0.12,3.12
Donny Marshall,SF,0.57,0.22,0.26,0.57,0.88,0.18,1.74
Cuonzo Martin,SG,0.0,0.5,0.0,0.0,0.4,0.4,1.15
Clint McDaniel,SG,0.75,0.33,0.35,0.75,0.8,0.6,2.5
Antonio McDyess,PF,0.65,0.02,0.5,0.65,7.35,1.26,11.49
Loren Meyer,C,0.67,0.43,0.4,0.67,2.7,0.4,4.1
Lawrence Moten,SG,0.68,0.21,0.39,0.68,1.1,1.13,4.8
Todd Mundt,C,0.42,0.0,0.38,0.42,0.7,0.1,1.03
Howard Nathan,PG,0.75,0.0,0.62,0.75,0.0,0.4,2.6
Ed O\'Bannon,SG,0.85,0.2,0.36,0.85,2.33,0.7,4.12
Greg Ostertag,C,0.55,0.05,0.48,0.55,5.39,0.6,4.53
Cherokee Parks,C,0.62,0.07,0.46,0.62,3.34,0.55,4.06
Theo Ratliff,C,0.65,0.0,0.48,0.65,5.11,0.54,6.35
Bryant Reeves,C,0.69,0.06,0.47,0.69,6.77,1.57,12.3
Don Reid,PF,0.64,0.0,0.48,0.64,2.59,0.32,3.46
Terrence Rencher,PG,0.57,0.21,0.56,0.57,1.13,1.03,2.47
Shawn Respert,SG,0.8,0.31,0.47,0.8,1.39,1.04,4.85
Lou Roe,SF,0.61,0.25,0.33,0.61,1.2,0.35,2.1
Stefano Rusconi,PF,0.4,0.0,0.33,0.4,0.9,0.4,1.1
Joe Smith,PF,0.77,0.15,0.43,0.77,5.4,0.85,9.12
Eric Snow,PG,0.7,0.15,0.42,0.7,2.21,4.44,6.0
Jerry Stackhouse,SG,0.83,0.3,0.43,0.83,2.85,2.88,14.28
Damon Stoudamire,PG,0.82,0.34,0.42,0.82,3.31,5.85,12.42
Bob Sura,SG,0.69,0.3,0.44,0.69,3.65,3.73,8.59
Larry Sykes,PF,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Kurt Thomas,PF,0.74,0.2,0.48,0.74,6.32,1.0,7.4
Gary Trent,PF,0.63,0.07,0.49,0.63,4.99,1.11,9.68
Logan Vander Velden,SF,0.75,0.0,0.33,0.75,0.4,0.1,0.6
David Vaughn,PF,0.63,0.0,0.54,0.63,2.93,0.27,3.01
Rasheed Wallace,PF,0.74,0.31,0.49,0.74,6.51,1.77,14.47
Jeff Webster,SF,0.0,0.33,0.35,0.0,0.6,0.3,1.6
Dwayne Whitfield,PF,0.64,0.0,0.43,0.64,3.1,0.3,5.0
Eric Williams,SF,0.71,0.29,0.42,0.71,3.02,1.35,8.28
Corliss Williamson,SF,0.71,0.1,0.49,0.71,3.86,1.11,10.78
George Zídek,C,0.83,0.14,0.34,0.83,1.69,0.24,2.83
Shareef Abdur-Rahim,PF,0.83,0.27,0.46,0.83,7.03,2.35,16.64
Shandon Anderson,SG,0.68,0.27,0.45,0.68,2.87,1.21,6.28
Dexter Boney,SG,0.75,0.17,0.39,0.75,0.8,0.0,2.4
Bruce Bowen,SF,0.52,0.37,0.37,0.52,2.37,1.05,5.09
Mark Bradtke,C,0.69,0.0,0.43,0.69,1.9,0.2,1.6
Marcus Brown,PG,0.84,0.2,0.48,0.84,0.95,0.75,2.8
Marcus Camby,C,0.62,0.15,0.46,0.62,9.55,1.8,8.66
Jimmy Carruth,PF,1.0,0.0,0.67,1.0,1.0,0.0,1.3
Erick Dampier,C,0.57,0.08,0.49,0.57,6.71,0.82,6.97
Ben Davis,PF,0.24,0.0,0.33,0.24,1.38,0.2,1.25
Emanual Davis,PG,0.77,0.35,0.43,0.77,1.92,1.78,4.87
Tony Delk,PG,0.77,0.35,0.42,0.77,2.33,1.69,7.92
Nate Driggers,SG,0.71,0.0,0.38,0.71,1.5,0.4,2.4
Brian Evans,SF,0.62,0.31,0.34,0.62,1.34,0.76,2.9
Jamie Feick,PF-C,0.46,0.33,0.36,0.46,6.17,0.57,3.78
Derek Fisher,PG,0.83,0.36,0.39,0.83,1.98,2.84,7.86
Todd Fuller,C,0.72,0.0,0.4,0.72,2.72,0.16,3.52
Dean Garrett,C,0.43,0.0,0.42,0.43,3.91,0.41,3.63
Reggie Geary,PG,0.48,0.34,0.36,0.48,0.75,1.05,2.0
Devin Gray,PF,0.39,0.0,0.33,0.39,2.05,0.3,2.83
Evric Gray,SF,1.0,0.25,0.27,1.0,0.6,0.4,2.6
Darvin Ham,SF,0.5,0.13,0.56,0.5,2.14,0.5,2.8
Steve Hamer,C,0.55,0.0,0.55,0.55,1.7,0.2,2.2
Othella Harrington,PF,0.73,0.0,0.5,0.73,4.21,0.58,6.95
Michael Hawkins,PG,0.57,0.32,0.35,0.57,0.8,1.43,1.45
Shane Heal,PG,0.7,0.27,0.34,0.7,0.55,0.8,2.7
Mark Hendrickson,PF,0.77,0.04,0.44,0.77,1.95,0.48,2.35
Kerry Kittles,SG,0.76,0.37,0.46,0.76,3.82,2.45,13.16
Travis Knight,C,0.69,0.04,0.4,0.69,2.87,0.54,3.1
Priest Lauderdale,C,0.56,0.0,0.49,0.56,1.9,0.4,3.45
Randy Livingston,PG,0.61,0.14,0.29,0.61,1.05,1.44,3.05
Horacio Llamas,C,0.6,0.17,0.46,0.6,1.6,0.15,2.35
Matt Maloney,PG,0.78,0.31,0.4,0.78,1.4,2.43,5.7
Stephon Marbury,PG,0.76,0.32,0.46,0.76,2.9,7.64,18.68
Walter McCarty,PF,0.64,0.33,0.44,0.64,2.38,0.95,4.51
Amal McCaskill,C,0.65,0.0,0.35,0.65,1.72,0.33,1.6
Jeff McInnis,PG,0.77,0.29,0.45,0.77,1.95,4.16,8.58
Martin Müürsepp,PF,0.62,0.25,0.44,0.62,1.7,0.5,3.85
Ruben Nembhard,SG-PG,0.53,0.0,0.55,0.53,0.6,1.9,4.0
Gaylon Nickerson,SG,0.67,0.0,0.42,0.67,1.2,0.2,3.37
Moochie Norris,PG,0.72,0.24,0.37,0.72,1.51,2.03,3.75
Jermaine O\'Neal,PF,0.7,0.05,0.47,0.7,6.64,1.31,12.26
Ray Owes,PF,0.56,0.2,0.42,0.56,2.9,0.3,3.1
Vitaly Potapenko,C,0.59,0.03,0.47,0.59,3.88,0.65,5.65
Chris Robinson,SG,0.53,0.36,0.38,0.53,1.38,1.2,4.58
Roy Rogers,PF,0.42,0.2,0.4,0.42,2.08,0.24,2.62
Malik Rose,PF,0.74,0.18,0.42,0.74,3.82,0.82,5.69
Kevin Salvadori,C,0.61,0.0,0.22,0.61,1.2,0.3,0.95
Jason Sasser,SF,0.12,0.21,0.4,0.12,0.98,0.33,2.0
Brent Scott,PF,0.5,0.0,0.47,0.5,0.6,0.2,1.2
James Scott,SF,0.5,0.0,0.0,0.5,0.8,0.4,0.1
Shawnelle Scott,C,0.46,0.0,0.46,0.46,2.3,0.18,1.98
Stevin Smith,SG,1.0,0.17,0.42,1.0,1.3,0.5,1.8
Matt Steigenga,SF,0.5,0.0,0.5,0.5,1.5,1.0,1.5
Joe Stephens,PF,0.47,0.21,0.28,0.47,1.73,0.3,2.87
Erick Strickland,SG,0.83,0.34,0.39,0.83,2.64,2.27,7.17
Brett Szabo,C,0.74,0.0,0.45,0.74,2.4,0.2,2.2
Antoine Walker,PF,0.6,0.32,0.45,0.6,7.76,3.42,17.37
Samaki Walker,PF,0.67,0.03,0.4,0.67,3.99,0.46,4.65
John Wallace,SF,0.77,0.27,0.46,0.77,2.6,0.69,7.01
Donald Whiteside,PG,0.37,0.17,0.66,0.37,0.35,0.8,1.45
Jerome Williams,PF,0.67,0.01,0.49,0.67,6.34,0.79,6.19
Lorenzen Wright,C,0.54,0.04,0.42,0.54,5.35,0.66,6.38
Aleksandar Djordjevic,SG,0.8,0.71,0.33,0.8,0.6,0.6,3.1
Tariq Abdul-Wahad,SG,0.62,0.26,0.37,0.62,3.31,1.17,6.85
Derek Anderson,SF,0.84,0.33,0.43,0.84,3.15,3.12,10.78
Chris Anstey,C,0.74,0.12,0.41,0.74,3.33,0.83,5.07
Drew Barry,PG,0.77,0.39,0.46,0.77,0.96,1.94,2.42
Tony Battie,PF,0.71,0.19,0.48,0.71,4.79,0.62,5.6
Chauncey Billups,PG,0.89,0.36,0.42,0.89,2.8,5.03,14.16
Etdrick Bohannon,PF,0.5,0.0,0.26,0.5,1.33,0.18,1.23
Keith Booth,SF,0.75,0.05,0.37,0.75,1.55,0.6,2.4
Rick Brunson,PG,0.56,0.28,0.42,0.56,0.97,1.84,2.61
Kelvin Cato,C,0.6,0.08,0.47,0.6,4.34,0.37,4.67
Keith Closs,C,0.66,0.0,0.5,0.66,2.57,0.23,3.43
James Collins,SG,0.57,0.45,0.34,0.57,0.6,0.1,2.6
James Cotton,SG,0.81,0.0,0.44,0.81,0.85,0.0,2.6
Chris Crawford,PF,0.82,0.27,0.48,0.82,2.19,0.56,6.39
Austin Croshere,PF,0.75,0.32,0.43,0.75,3.47,0.84,5.41
William Cunningham,C,0.0,0.0,0.2,0.0,1.4,0.08,0.53
Antonio Daniels,SG,0.8,0.3,0.49,0.8,1.72,3.08,6.65
Tony Farmer,C,0.78,0.2,0.39,0.78,2.6,0.6,4.4
Danny Fortson,PF,0.77,0.06,0.49,0.77,7.28,0.57,7.83
Adonal Foyle,C,0.46,0.0,0.46,0.46,4.04,0.39,3.38
Lawrence Funderburke,PF,0.64,0.05,0.5,0.64,3.23,0.49,5.94
Chris Garner,PG,0.63,0.14,0.29,0.63,1.05,1.75,1.9
Kiwane Lemorris Garris,SG,0.38,0.18,0.28,0.38,0.5,0.85,1.85
Ed Gray,SG,0.8,0.34,0.34,0.8,1.2,0.75,6.25
Derek Grimm,SF,1.0,0.33,0.0,1.0,0.4,0.0,1.6
Reggie Hanson,SF,0.0,0.0,0.5,0.0,0.8,0.1,0.8
Cedric Henderson,SF,0.68,0.17,0.44,0.68,2.42,1.38,6.38
Jerald Honeycutt,PF,0.64,0.26,0.46,0.64,1.07,0.33,2.98
Troy Hudson,PG,0.78,0.31,0.41,0.78,1.48,2.83,7.5
Zydrunas Ilgauskas,C,0.76,0.13,0.48,0.76,7.34,1.09,12.94
Bobby Jackson,PG,0.79,0.34,0.44,0.79,3.05,2.51,9.73
Anthony Johnson,PG,0.75,0.32,0.42,0.75,1.5,2.58,4.84
Dontae\' Jones,SF,0.0,0.26,0.38,0.0,0.6,0.3,2.9
Brevin Knight,PG,0.73,0.12,0.4,0.73,2.34,5.48,6.35
Rusty LaRue,PG,0.74,0.41,0.34,0.74,1.34,1.48,4.86
Jason Lawson,C,0.8,0.0,0.6,0.8,1.6,0.3,1.5
Michael McDonald,C,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ron Mercer,SG,0.81,0.21,0.43,0.81,3.07,2.03,13.18
Marko Milič,SF,0.32,0.25,0.52,0.32,0.65,0.3,2.15
Jeff Nordgaard,PF,0.89,0.0,0.28,0.89,1.1,0.2,1.4
Charles O\'Bannon,SG,0.9,0.0,0.42,0.9,1.5,0.65,2.6
Kevin Ollie,PG,0.76,0.17,0.37,0.76,1.44,2.02,3.53
Anthony Parker,SG,0.67,0.31,0.53,0.67,2.56,1.79,7.21
Scot Pollard,C,0.68,0.0,0.48,0.68,4.09,0.37,3.89
Mark Pope,SF,0.29,0.12,0.41,0.29,1.25,0.23,1.18
Rodrick Rhodes,SF,0.53,0.11,0.23,0.53,1.22,0.8,3.1
Shea Seals,SG,0.5,0.0,0.2,0.5,1.0,0.0,1.0
God Shammgod,PG,0.77,0.0,0.34,0.77,0.4,1.8,3.1
Charles Smith,SG,0.52,0.25,0.36,0.52,0.78,0.51,3.26
Kebu Stewart,PF,0.64,0.0,0.46,0.64,2.1,0.1,2.7
Michael Stewart,C,0.62,0.0,0.41,0.62,2.32,0.19,1.55
Ed Stokes,C,0.5,0.0,0.33,0.5,1.0,0.3,0.8
Johnny Taylor,SF,0.29,0.58,0.29,0.29,1.38,0.24,2.6
Maurice Taylor,PF,0.68,0.09,0.45,0.68,4.33,1.07,9.84
John Thomas,PF,0.53,0.0,0.5,0.53,2.0,0.24,2.1
Tim Thomas,SF,0.71,0.36,0.47,0.71,3.74,1.3,10.33
Keith Van Horn,PF,0.84,0.37,0.47,0.84,6.43,1.5,15.33
Jacque Vaughn,PG,0.78,0.38,0.42,0.78,1.21,2.27,4.13
Eric Washington,SG,0.74,0.35,0.42,0.74,2.1,1.0,6.55
Bubba Wells,SG,0.72,0.17,0.43,0.72,1.7,0.9,3.3
DeJuan Wheat,PG,0.66,0.42,0.37,0.66,0.65,1.45,3.1
Alvin Williams,SG,0.7,0.27,0.35,0.7,2.09,2.89,6.55
Brandon Williams,SG,0.33,0.11,0.16,0.33,0.77,0.1,1.7
Travis Williams,SF,0.64,0.0,0.47,0.64,2.4,0.4,2.7
Peter Aluma,C,0.0,0.0,0.5,0.0,1.0,0.0,1.0
Toby Bailey,SG,0.69,0.2,0.42,0.69,1.8,0.6,3.2
Mark Baker,PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Benjamin,PG,0.67,0.24,0.41,0.67,2.0,0.9,5.15
Mike Bibby,PG,0.73,0.36,0.42,0.73,2.92,5.13,12.83
Earl Boykins,PG,0.74,0.29,0.46,0.74,1.27,2.87,7.82
Gerald Brown,SG,0.79,0.3,0.38,0.79,0.7,0.9,2.4
Cory Carr,SG,0.75,0.17,0.35,0.75,1.2,1.6,4.1
Vince Carter,SF,0.79,0.36,0.46,0.79,4.23,2.99,16.6
Keon Clark,C,0.55,0.02,0.47,0.55,5.28,0.82,6.91
Kornél Dávid,SF,0.72,0.0,0.46,0.72,2.26,0.41,3.84
Ricky Davis,SG,0.77,0.36,0.46,0.77,3.42,3.29,12.86
Michael Dickerson,SG,0.81,0.39,0.42,0.81,2.48,2.26,12.2
Michael Doleac,C,0.78,0.04,0.44,0.78,3.24,0.55,4.58
Bryce Drew,PG,0.73,0.34,0.35,0.73,1.05,1.85,3.55
Marlon Garnett,PG,0.75,0.26,0.32,0.75,0.9,0.8,2.1
Pat Garrity,PF,0.73,0.33,0.42,0.73,2.16,0.7,5.87
Paul Grant,C,0.09,0.0,0.39,0.09,0.55,0.07,1.18
Matt Harpring,SF,0.76,0.34,0.46,0.76,4.95,1.43,10.87
Al Harrington,PF,0.71,0.31,0.46,0.71,5.33,1.57,13.06
J.R. Henderson,SF,0.56,0.4,0.36,0.56,1.6,0.7,3.2
Larry Hughes,PG,0.76,0.3,0.41,0.76,3.76,2.86,12.81
Randell Jackson,PF,0.33,0.07,0.22,0.33,1.0,0.15,2.1
Sam Jacobson,PG,0.63,0.15,0.57,0.63,1.0,0.44,3.72
Jerome James,C,0.57,0.0,0.51,0.57,2.5,0.23,3.56
Antawn Jamison,SF,0.7,0.33,0.48,0.7,7.37,1.54,17.65
Charles Jones,SG,0.62,0.32,0.32,0.62,1.25,1.55,3.55
Damon Jones,PG,0.69,0.39,0.38,0.69,1.47,2.29,5.68
Jonathan Kerner,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard King,SF,0.72,0.0,0.48,0.72,2.53,0.57,3.77
Raef LaFrentz,C,0.71,0.3,0.5,0.71,5.92,1.0,9.97
Rashard Lewis,SF,0.78,0.36,0.48,0.78,4.88,1.56,13.55
Felipe López,SG,0.66,0.33,0.44,0.66,2.75,1.2,6.62
Tyronn Lue,PG,0.75,0.41,0.45,0.75,1.45,2.58,7.22
Sean Marks,PF,0.68,0.13,0.46,0.68,1.7,0.15,2.45
Kelly McCarty,SG,0.0,0.0,0.67,0.0,1.5,0.0,2.0
Jelani McCoy,C,0.37,0.0,0.55,0.37,2.69,0.29,2.99
Roshown McLeod,SF,0.67,0.09,0.54,0.67,2.7,1.0,6.7
Brad Miller,C,0.81,0.33,0.48,0.81,6.94,2.66,10.98
Cuttino Mobley,PG,0.82,0.38,0.45,0.82,3.67,2.56,15.87
Nazr Mohammed,C,0.62,0.0,0.48,0.62,4.64,0.36,5.87
Mikki Moore,C,0.7,0.04,0.5,0.7,2.82,0.61,4.19
Makhtar N\'Diaye,PF,0.75,0.0,0.25,0.75,1.3,0.3,1.3
Tyrone Nesby,SF,0.78,0.29,0.43,0.78,3.38,1.33,9.02
Rasho Nesterović,C,0.6,0.03,0.48,0.6,4.88,0.97,6.47
Dirk Nowitzki,PF,0.87,0.37,0.49,0.87,7.35,2.34,20.11
Michael Olowokandi,C,0.59,0.0,0.44,0.59,6.02,0.62,7.14
Andrae Patterson,PF,0.39,0.0,0.61,0.39,1.15,0.3,2.25
Ruben Patterson,SF,0.63,0.14,0.52,0.63,3.8,1.66,10.15
Casey Shaw,C,0.0,0.0,0.12,0.0,0.3,0.0,0.2
Jeff Sheppard,SG,0.61,0.29,0.41,0.61,1.2,0.9,2.2
Miles Simon,SG,0.0,0.0,0.33,0.0,0.4,0.0,0.4
Alvin Sims,SG,0.4,1.0,0.33,0.4,1.0,1.3,2.8
Brian Skinner,PF,0.48,0.04,0.43,0.48,4.01,0.43,3.9
Ryan Stack,PF,0.81,0.0,0.36,0.81,1.85,0.25,2.35
Vladimir Stepania,C,0.56,0.12,0.41,0.56,3.78,0.37,3.88
Peja Stojaković,SF,0.9,0.41,0.48,0.9,4.18,1.53,15.24
Bruno Šundov,C,0.4,0.06,0.43,0.4,1.13,0.26,1.94
Robert Traylor,C,0.58,0.25,0.48,0.58,3.67,0.7,4.69
Bonzi Wells,SF,0.68,0.29,0.47,0.68,4.29,1.86,10.99
Tyson Wheeler,PG,0.5,1.0,0.0,0.5,0.0,2.0,4.0
Jahidi White,PF,0.46,0.0,0.45,0.46,4.32,0.13,4.31
Jason Williams,PG,0.64,0.32,0.46,0.64,2.08,5.12,9.03
Shammond Williams,PG,0.78,0.31,0.39,0.78,1.44,2.36,5.45
Trevor Winter,C,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Korleone Young,SF,1.0,0.25,0.67,1.0,1.3,0.3,4.3
Rafer Alston,PG,0.72,0.34,0.39,0.72,2.59,4.38,9.21
Chucky Atkins,PG,0.78,0.34,0.42,0.78,1.47,3.06,8.18
William Avery,PG,0.71,0.24,0.38,0.71,0.7,1.4,2.63
Jonathan Bender,SF,0.77,0.27,0.48,0.77,2.03,0.61,5.23
Calvin Booth,C,0.68,0.06,0.42,0.68,2.59,0.42,3.16
Lazaro Borrell,SF,0.55,0.0,0.47,0.55,2.4,0.6,3.6
Cal Bowdler,SF,0.76,0.13,0.42,0.76,1.9,0.2,3.0
Ryan Bowen,SF,0.72,0.15,0.51,0.72,1.99,0.44,2.67
Ira Bowman,SG,0.17,0.0,0.61,0.17,0.4,0.9,1.27
A.J. Bramlett,C,0.0,0.0,0.19,0.0,2.8,0.0,1.0
Elton Brand,PF,0.73,0.08,0.49,0.73,8.11,1.94,14.84
Greg Buckner,SG,0.77,0.32,0.49,0.77,2.87,1.23,5.02
Rodney Buford,SG,0.72,0.24,0.42,0.72,2.2,0.68,5.58
Anthony Carter,PG,0.67,0.19,0.43,0.67,1.89,3.38,4.17
John Celestand,PG,0.83,0.22,0.36,0.83,0.7,1.3,2.3
Vonteego Cummings,PG,0.73,0.31,0.41,0.73,1.83,2.57,6.67
Baron Davis,PG,0.72,0.32,0.45,0.72,3.6,7.16,15.96
Derrick Dial,SG,0.7,0.17,0.4,0.7,1.85,0.72,3.43
Obinna Ekezie,PF,0.59,0.0,0.34,0.59,2.23,0.2,2.87
Evan Eschmeyer,C,0.63,0.0,0.44,0.63,3.33,0.47,2.33
Jeff Foster,C,0.61,0.13,0.5,0.61,6.31,0.88,4.47
Steve Francis,PG,0.77,0.34,0.44,0.77,4.95,5.45,16.05
Devean George,SF,0.72,0.33,0.42,0.72,3.0,0.8,5.47
Dion Glover,SG,0.75,0.28,0.44,0.75,2.79,1.4,7.29
Adrian Griffin,SG,0.68,0.17,0.41,0.68,2.66,1.15,3.24
Richard Hamilton,SG,0.84,0.34,0.46,0.84,3.01,3.37,16.59
Chris Herren,PG,0.71,0.32,0.34,0.71,1.0,2.35,3.2
Derek Hood,PF,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Rick Hughes,PF,0.46,0.0,0.49,0.46,2.3,0.4,3.9
Jermaine Jackson,SG,0.71,0.14,0.4,0.71,1.13,1.3,1.94
Tim James,SF,0.51,0.11,0.35,0.51,1.0,0.3,1.87
Harold Jamison,PF,0.44,0.0,0.43,0.44,1.7,0.25,1.85
DeMarco Johnson,PF,0.0,0.0,0.33,0.0,1.4,0.0,1.2
Jumaine Jones,SF,0.72,0.35,0.42,0.72,3.52,0.7,5.88
Lari Ketner,PF,0.57,0.0,0.3,0.57,1.1,0.12,1.18
Trajan Langdon,SG,0.94,0.4,0.4,0.94,1.4,1.23,5.23
Quincy Lewis,SG,0.52,0.32,0.4,0.52,1.12,0.53,3.1
Todd MacCulloch,C,0.62,0.0,0.55,0.62,4.03,0.55,6.15
Corey Maggette,SF,0.81,0.3,0.47,0.81,4.66,1.98,15.5
Shawn Marion,SF,0.79,0.28,0.52,0.79,8.71,1.93,14.63
Andre Miller,PG,0.79,0.24,0.49,0.79,3.24,5.72,10.32
Jason Miskiri,PG,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lamar Odom,SF,0.67,0.3,0.5,0.67,8.19,3.77,13.27
Scott Padgett,PF,0.62,0.33,0.39,0.62,2.32,0.53,3.17
Milt Palacio,PG,0.72,0.19,0.43,0.72,1.57,2.17,4.34
James Posey,SF,0.81,0.34,0.46,0.81,4.74,1.72,8.88
Laron Profit,SG,0.66,0.22,0.47,0.66,1.53,1.2,3.3
Aleksandar Radojević,C,0.6,0.0,0.3,0.6,2.5,0.4,1.95
Ryan Robertson,SG,1.0,0.0,0.5,1.0,0.0,0.0,5.0
Eddie Robinson,SF,0.73,0.26,0.51,0.73,2.7,0.96,7.16
Michael Ruffin,PF,0.48,0.0,0.38,0.48,3.62,0.52,1.56
Wally Szczerbiak,SF,0.86,0.4,0.48,0.86,3.81,2.24,14.21
Jason Terry,PG,0.84,0.38,0.48,0.84,2.25,3.69,12.88
Jamel Thomas,SF,0.5,0.08,0.48,0.5,1.0,0.65,2.55
Kenny Thomas,PF,0.61,0.08,0.46,0.61,6.43,1.49,8.65
Mirsad Türkcan,PF,0.42,0.0,0.4,0.42,1.87,0.27,1.8
Wayne Turner,PG,0.33,0.0,0.17,0.33,1.0,1.7,1.3
Dedric Willoughby,PG,0.77,0.3,0.4,0.77,2.0,2.6,7.6
Metta World Peace,SF,0.7,0.33,0.44,0.7,4.47,2.54,13.52
Tim Young,C,0.78,0.0,0.33,0.78,1.4,0.2,2.2
Courtney Alexander,PG,0.81,0.33,0.42,0.81,2.26,1.16,9.68
Dalibor Bagarić,C,0.6,0.0,0.33,0.6,2.27,0.4,2.3
Erick Barkley,PG,0.45,0.26,0.37,0.45,0.65,1.3,2.75
Raja Bell,SG,0.73,0.43,0.44,0.73,2.77,1.73,9.75
Mark Blount,C,0.72,0.08,0.48,0.72,4.22,0.82,7.61
Brian Cardinal,PF,0.85,0.31,0.42,0.85,1.89,0.82,3.6
Mateen Cleaves,PG,0.73,0.3,0.37,0.73,0.9,1.87,2.72
Jason Collier,C,0.78,0.14,0.45,0.78,3.06,0.4,5.42
Sean Colson,PG,0.33,0.15,0.2,0.33,0.6,0.83,0.9
Jamal Crawford,PG,0.81,0.36,0.45,0.81,2.11,3.46,14.45
Keyon Dooling,PG,0.8,0.33,0.45,0.8,1.15,1.98,6.56
Khalid El-Amin,PG,0.78,0.33,0.38,0.78,1.6,2.9,6.3
Marcus Fizer,PF,0.66,0.29,0.45,0.66,4.25,1.07,9.03
Rubén Garcés,PF,0.17,0.0,0.26,0.17,2.23,0.37,0.93
Eddie Gill,PG,0.68,0.33,0.37,0.68,1.0,1.47,2.77
Steve Goodrich,PF,0.54,0.17,0.3,0.54,1.2,0.55,1.1
A.J. Guyton,PG,0.55,0.26,0.25,0.55,0.7,1.57,3.8
Zendon Hamilton,C,0.68,0.0,0.37,0.68,2.05,0.12,2.92
Jason Hart,PG,0.6,0.14,0.5,0.6,1.27,1.71,3.28
Donnell Harvey,PF,0.66,0.02,0.54,0.66,3.4,0.56,4.4
Eddie House,PG,0.81,0.4,0.41,0.81,1.57,1.5,7.09
Marc Jackson,C,0.81,0.2,0.43,0.81,4.06,0.7,7.45
Stephen Jackson,SF,0.77,0.3,0.46,0.77,3.61,3.01,13.91
