name surname,position,fg_pct,fg3_pct,fg2_pct,ft_pct,rebounds,asists,points_per_game
DerMarr Johnson,SF,0.69,0.33,0.51,0.69,1.87,0.71,5.57
Garth Joseph,C,0.0,0.0,0.23,0.0,0.5,0.27,0.5
Dan Langhi,SF,0.65,0.26,0.37,0.65,1.12,0.15,2.68
Art Long,PF,0.23,0.43,0.31,0.23,2.44,0.34,2.36
Mark Madsen,PF,0.46,0.11,0.42,0.46,2.38,0.37,1.87
Jamaal Magloire,C,0.54,0.0,0.46,0.54,5.34,0.47,5.56
Kenyon Martin,PF,0.6,0.15,0.5,0.6,6.51,1.61,10.73
Desmond Mason,SF,0.73,0.16,0.45,0.73,4.63,1.59,11.45
Dan McClintock,C,0.0,0.0,0.5,0.0,2.8,0.2,3.0
Paul McPherson,PG,0.73,0.17,0.52,0.73,1.43,0.73,5.0
Stanislav Medvedenko,PF,0.63,0.21,0.46,0.63,1.96,0.41,4.26
Chris Mihm,C,0.71,0.04,0.44,0.71,4.95,0.5,6.61
Darius Miles,SF,0.61,0.16,0.49,0.61,4.6,1.84,10.09
Mike Miller,SF,0.72,0.4,0.47,0.72,4.11,2.42,10.22
Jérôme Moïso,C,0.48,0.0,0.51,0.48,2.21,0.18,1.9
Hanno Möttölä,SF,0.78,0.04,0.45,0.78,2.85,0.45,4.6
Mamadou N\'Diaye,C,0.66,0.0,0.36,0.66,2.41,0.06,2.86
Lee Nailon,SF,0.8,0.06,0.46,0.8,2.62,0.78,6.8
Eduardo Nájera,PF,0.61,0.24,0.5,0.61,3.36,0.79,4.49
Ira Newble,SF,0.59,0.31,0.42,0.59,2.41,0.65,3.94
Olumide Oyedeji,C,0.67,0.0,0.49,0.67,2.1,0.13,1.33
Andy Panko,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Penberthy,PG,0.83,0.2,0.47,0.83,0.95,1.0,3.35
Morris Peterson,SG,0.67,0.34,0.45,0.67,3.14,1.36,9.49
Chris Porter,SF,0.67,0.0,0.39,0.67,3.7,1.2,8.6
Lavor Postell,SG,0.81,0.26,0.36,0.81,0.67,0.23,3.3
Joel Przybilla,C,0.46,0.0,0.45,0.46,5.34,0.38,2.86
Michael Redd,SG,0.81,0.33,0.46,0.81,3.21,1.91,16.16
Quentin Richardson,SG,0.74,0.34,0.4,0.74,5.08,1.41,9.63
Terrance Roberson,SF,0.0,0.0,0.0,0.0,0.3,0.3,0.0
Jamal Robinson,SF,0.0,0.0,0.15,0.0,1.8,0.3,1.0
Soumaila Samake,C,0.71,0.0,0.4,0.71,1.7,0.15,1.55
Pepe Sánchez,PG,0.5,0.0,0.2,0.5,0.5,1.2,0.38
Daniel Santiago,C,0.52,0.0,0.45,0.52,2.07,0.35,2.95
Jabari Smith,C,0.65,0.08,0.42,0.65,1.35,0.57,3.07
Mike Smith,SF,0.62,0.17,0.39,0.62,1.3,0.6,3.0
DeShawn Stevenson,SG,0.67,0.27,0.4,0.67,2.25,1.56,6.65
Stromile Swift,PF,0.65,0.17,0.48,0.65,3.98,0.43,6.97
Dragan Tarlać,C,0.76,0.0,0.39,0.76,2.8,0.7,2.4
Jake Tsakalidis,C,0.67,0.0,0.47,0.67,3.5,0.28,3.93
Hedo Türkoğlu,SF,0.72,0.37,0.45,0.72,3.83,2.82,10.19
David Vanterpool,PG,0.6,0.0,0.44,0.6,1.7,3.0,5.5
Jake Voskuhl,C,0.71,0.04,0.46,0.71,3.14,0.49,3.58
Rubén Wolkowyski,PF,0.49,0.0,0.5,0.49,0.75,0.1,1.45
Wang Zhizhi,C,0.8,0.28,0.37,0.8,1.47,0.16,3.57
Malik Allen,PF,0.8,0.15,0.45,0.8,2.71,0.49,4.5
Chris Andersen,C,0.66,0.14,0.52,0.66,4.31,0.42,4.6
Gilbert Arenas,PG,0.78,0.33,0.44,0.78,3.62,5.25,17.48
Brandon Armstrong,SG,0.61,0.28,0.36,0.61,0.5,0.2,1.97
Carlos Arroyo,PG,0.8,0.29,0.43,0.8,1.55,2.84,5.75
Mengke Bateer,C,0.26,0.22,0.4,0.26,1.83,0.4,2.33
Shane Battier,SF,0.74,0.38,0.48,0.74,4.18,1.79,8.27
Charlie Bell,SG,0.7,0.24,0.41,0.7,1.57,1.49,5.42
Ruben Boumtje-Boumtje,C,0.51,0.0,0.2,0.51,0.77,0.23,0.53
Michael Bradley,PF,0.39,0.04,0.55,0.39,2.03,0.32,1.97
Jamison Brewer,SG,0.27,0.14,0.46,0.27,0.88,1.12,1.68
Primož Brezec,C,0.54,0.03,0.46,0.54,2.26,0.29,3.68
Damone Brown,SF,0.64,0.09,0.3,0.64,1.73,0.42,2.98
Ernest Brown,C,0.25,0.0,0.17,0.25,2.0,0.0,1.0
Kedrick Brown,SF,0.65,0.23,0.51,0.65,2.33,0.82,3.72
Kwame Brown,PF,0.51,0.04,0.5,0.51,5.24,0.91,5.94
Tierre Brown,SG,0.71,0.17,0.44,0.71,1.15,1.78,3.45
Tyson Chandler,C,0.63,0.0,0.61,0.63,8.42,0.79,7.4
Speedy Claxton,PG,0.7,0.14,0.41,0.7,2.19,4.27,8.34
Jarron Collins,C,0.62,0.0,0.4,0.62,2.36,0.57,3.0
Jason Collins,C,0.59,0.12,0.4,0.59,2.81,0.6,2.59
Joe Crispin,PG,0.91,0.27,0.38,0.91,0.47,1.03,3.37
Eddy Curry,C,0.59,0.18,0.56,0.59,3.96,0.36,9.66
Samuel Dalembert,C,0.69,0.08,0.51,0.69,7.38,0.52,7.2
DeSagana Diop,C,0.35,0.03,0.42,0.35,3.43,0.46,1.89
Predrag Drobnjak,C,0.8,0.25,0.43,0.8,3.48,0.77,7.72
Maurice Evans,SG,0.79,0.31,0.48,0.79,2.18,0.78,6.37
Isaac Fontaine,SG,0.67,0.2,0.22,0.67,0.8,0.7,1.8
Alton Ford,PF,0.52,0.0,0.47,0.52,1.23,0.17,1.8
Joseph Forte,SG,0.83,0.0,0.21,0.83,0.7,0.7,1.1
Antonis Fotsis,PF,0.85,0.3,0.43,0.85,2.2,0.4,3.9
Tremaine Fowlkes,SF,0.59,0.17,0.44,0.59,2.05,0.45,2.85
Pau Gasol,PF,0.74,0.29,0.49,0.74,8.52,3.0,15.51
Eddie Griffin,PF,0.69,0.24,0.38,0.69,5.14,0.7,6.18
Tang Hamilton,SF,0.0,0.0,0.56,0.0,2.0,0.6,2.2
Trenton Hassell,SG,0.74,0.23,0.45,0.74,2.55,1.5,4.95
Kirk Haston,PF,0.5,0.0,0.22,0.5,0.95,0.3,1.1
Brendan Haywood,C,0.56,0.0,0.52,0.56,6.19,0.59,6.91
Steven Hunter,C,0.47,0.0,0.53,0.47,2.84,0.16,4.05
Mike James,PG,0.73,0.39,0.39,0.73,1.91,2.8,7.72
Richard Jefferson,SF,0.73,0.36,0.49,0.73,3.88,1.96,11.89
Joe Johnson,SG,0.81,0.35,0.47,0.81,3.77,3.56,14.21
Alvin Jones,C,0.5,0.0,0.4,0.5,1.6,0.1,1.1
Andrei Kirilenko,SF,0.74,0.27,0.48,0.74,5.11,2.55,10.95
Terence Morris,SF,0.81,0.14,0.44,0.81,2.47,0.53,3.03
Troy Murphy,PF,0.76,0.32,0.47,0.76,6.55,1.35,9.09
Dean Oliver,PG,0.77,0.16,0.36,0.77,0.75,1.3,1.8
Tony Parker,PG,0.75,0.32,0.5,0.75,2.66,5.59,15.37
Vladimir Radmanović,PF,0.76,0.36,0.44,0.76,3.72,1.28,7.51
Zach Randolph,PF,0.75,0.21,0.48,0.75,9.11,1.81,16.68
Željko Rebrača,C,0.75,0.0,0.51,0.75,2.87,0.39,5.6
Jason Richardson,SG,0.71,0.37,0.47,0.71,4.66,2.44,16.41
Norm Richardson,SG,0.44,0.33,0.24,0.44,0.63,0.2,2.17
Jeryl Sasser,SG,0.74,0.15,0.26,0.74,1.75,0.6,2.0
Kenny Satterfield,PG,0.66,0.15,0.32,0.66,1.15,2.0,3.7
Brian Scalabrine,PF,0.68,0.29,0.44,0.68,1.79,0.77,2.81
Ansu Sesay,SF,0.63,0.13,0.45,0.63,1.95,0.62,3.77
Bobby Simmons,SF,0.71,0.28,0.38,0.71,3.06,1.24,6.82
Leon Smith,C,0.32,0.0,0.44,0.32,2.1,0.1,2.1
Will Solomon,SG,0.68,0.33,0.44,0.68,1.23,1.98,5.03
Etan Thomas,C,0.62,0.0,0.5,0.62,4.1,0.28,4.98
Jamaal Tinsley,PG,0.66,0.26,0.45,0.66,2.73,5.59,7.88
Óscar Torres,SG,0.74,0.42,0.42,0.74,1.3,0.4,4.55
Jeff Trepagnier,SG,0.69,0.33,0.32,0.69,1.47,0.73,3.13
Ratko Varda,C,1.0,0.0,0.67,1.0,1.0,0.0,5.0
Gerald Wallace,SF,0.66,0.28,0.49,0.66,5.79,2.08,11.77
Earl Watson,PG,0.71,0.31,0.43,0.71,2.2,4.25,6.31
Rodney White,SF,0.7,0.33,0.42,0.7,1.77,0.92,5.72
Loren Woods,C,0.52,0.06,0.45,0.52,2.85,0.33,2.37
Robert Archibald,PF,0.36,0.0,0.27,0.36,1.34,0.42,1.32
Maceo Baston,PF,0.74,0.11,0.63,0.74,1.65,0.2,2.65
Mike Batiste,PF,0.78,0.22,0.46,0.78,3.4,0.7,6.4
Lonny Baxter,C,0.62,0.15,0.45,0.62,2.77,0.22,3.41
Carlos Boozer,PF,0.72,0.01,0.52,0.72,9.48,2.28,16.27
J.R. Bremer,PG,0.52,0.22,0.32,0.52,1.25,1.92,4.18
Devin Brown,SG,0.72,0.24,0.4,0.72,2.52,1.26,6.12
Pat Burke,C,0.64,0.23,0.43,0.64,2.03,0.33,3.43
Caron Butler,SF,0.84,0.33,0.45,0.84,4.83,2.1,13.58
Rasual Butler,SG,0.67,0.37,0.44,0.67,2.05,0.71,6.42
Dan Dickau,PG,0.81,0.35,0.36,0.81,1.13,2.09,4.92
Juan Dixon,PG,0.82,0.36,0.44,0.82,1.81,1.75,7.88
Mike Dunleavy,SF,0.8,0.37,0.48,0.8,4.03,2.07,10.63
Melvin Ely,C,0.57,0.0,0.44,0.57,2.57,0.59,4.25
Reggie Evans,PF,0.53,0.06,0.47,0.53,7.05,0.56,4.19
Dan Gadzuric,C,0.42,0.0,0.43,0.42,3.87,0.33,3.73
Manu Ginóbili,SG,0.82,0.37,0.5,0.82,3.48,3.78,13.15
Gordan Giriček,SG-SF,0.84,0.36,0.46,0.84,2.45,1.5,9.38
Drew Gooden,SF-PF,0.78,0.15,0.47,0.78,7.14,1.09,10.84
Marcus Haislip,PF,0.59,0.34,0.43,0.59,1.45,0.15,3.3
Adam Harrington,SG,0.75,0.35,0.27,0.75,0.53,0.83,1.87
Junior Harrington,PG,0.72,0.28,0.39,0.72,2.5,2.87,5.3
Juaquin Hawkins,SG,0.5,0.42,0.38,0.5,1.3,0.8,2.3
Nenê,C,0.61,0.06,0.52,0.61,5.72,1.65,10.53
Nate Huffman,C,0.62,0.0,0.36,0.62,3.3,0.7,3.3
Ryan Humphrey,PF,0.43,0.0,0.33,0.43,2.08,0.28,1.96
Casey Jacobsen,SF,0.77,0.35,0.45,0.77,1.83,1.1,5.42
Marko Jarić,SF,0.73,0.35,0.42,0.73,2.64,3.61,7.11
Chris Jefferies,SF,0.74,0.37,0.43,0.74,1.15,0.38,3.98
Jared Jeffries,SF,0.55,0.22,0.43,0.55,3.68,1.13,4.17
Ken Johnson,C,0.33,0.0,0.41,0.33,2.0,0.0,2.0
Fred Jones,SG,0.81,0.33,0.44,0.81,1.98,2.06,6.68
Sean Lampley,SF,0.68,0.0,0.55,0.68,1.75,0.55,4.1
Tito Maddox,SG,0.62,0.0,0.33,0.62,0.8,0.6,1.2
Roger Mason,SF,0.8,0.35,0.36,0.8,1.45,1.12,4.76
Ronald Murray,SG,0.66,0.24,0.44,0.66,1.85,2.11,8.53
Boštjan Nachbar,SF,0.72,0.33,0.41,0.72,2.12,0.79,5.46
Mehmet Okur,PF,0.77,0.36,0.47,0.77,6.4,1.7,12.25
Chris Owens,SF,0.0,0.0,0.67,0.0,1.0,0.0,4.0
Jannero Pargo,PG,0.79,0.33,0.41,0.79,1.18,1.99,5.84
Smush Parker,PG,0.63,0.27,0.47,0.63,1.71,2.22,6.1
Tayshaun Prince,SF,0.73,0.39,0.46,0.73,4.08,2.23,10.25
Igor Rakočević,PG,0.81,0.42,0.37,0.81,0.4,0.8,1.9
Efthimios Rentzias,C,0.89,0.5,0.31,0.89,0.7,0.2,1.5
Antoine Rigaudeau,SG,0.0,0.2,0.23,0.0,0.7,0.5,1.5
Guy Rucker,PF,0.0,0.0,0.0,0.0,0.3,0.3,0.0
Kareem Rush,PG,0.69,0.33,0.39,0.69,1.5,0.98,5.79
John Salmons,PG,0.78,0.36,0.44,0.78,2.91,2.39,10.09
Jamal Sampson,PF,0.32,0.0,0.47,0.32,2.92,0.36,1.64
Predrag Savović,SG,0.72,0.15,0.37,0.72,0.9,0.8,3.1
Paul Shirley,PF,0.28,0.0,0.3,0.28,1.0,0.3,1.43
Tamar Slay,SG,0.4,0.26,0.39,0.4,1.27,0.47,2.83
Amar\'e Stoudemire,PF,0.76,0.13,0.53,0.76,7.12,1.09,16.74
Cezary Trybański,C,0.35,0.0,0.06,0.35,0.33,0.03,0.33
Nikoloz Tskitishvili,SF,0.56,0.19,0.34,0.56,1.34,0.36,2.04
Dajuan Wagner,SG,0.68,0.47,0.3,0.68,0.8,1.55,6.97
Jiří Welsch,SF,0.75,0.29,0.38,0.75,2.18,1.38,5.33
Chris Wilcox,PF,0.62,0.0,0.55,0.62,4.78,0.72,7.75
Mike Wilks,PG-SG,0.72,0.33,0.43,0.72,1.12,1.24,2.89
Frank Williams,PG,0.51,0.23,0.26,0.51,0.83,1.67,1.97
Jay Williams,PG,0.64,0.32,0.43,0.64,2.6,4.7,9.5
Qyntel Woods,PF,0.41,0.26,0.46,0.41,2.27,0.47,4.0
Vincent Yarbrough,SG,0.79,0.27,0.42,0.79,2.7,2.2,6.9
Carmelo Anthony,SF,0.81,0.34,0.47,0.81,6.53,2.81,23.32
Marcus Banks,PG,0.73,0.27,0.45,0.73,1.29,1.95,5.61
Leandro Barbosa,PG,0.81,0.37,0.48,0.81,1.98,1.94,10.21
Matt Barnes,SF,0.74,0.3,0.51,0.74,4.38,1.73,7.19
Jerome Beasley,PF,0.0,0.0,0.33,0.0,0.5,0.0,1.0
Troy Bell,PG,1.0,0.0,0.29,1.0,0.7,0.7,1.8
Steve Blake,PG,0.75,0.37,0.42,0.75,2.19,4.27,6.52
Keith Bogans,SF,0.74,0.35,0.43,0.74,2.7,1.23,6.14
Curtis Borchardt,C,0.76,0.0,0.42,0.76,3.35,0.8,3.3
Torraye Braggs,PF,0.33,0.0,0.49,0.33,2.17,0.33,2.05
Žarko Čabarkapa,PF,0.8,0.23,0.49,0.8,2.02,0.48,4.52
Matt Carroll,SG,0.77,0.26,0.4,0.77,1.3,0.53,4.22
Maurice Carter,SG,0.78,0.36,0.3,0.78,1.07,0.4,4.33
Brian Cook,C,0.77,0.31,0.39,0.77,2.03,0.43,3.87
Omar Cook,PG,0.25,0.0,0.38,0.25,0.9,2.9,2.7
Marquis Daniels,SG,0.71,0.21,0.47,0.71,2.75,1.72,7.65
Josh Davis,PF,0.52,0.1,0.39,0.52,1.07,0.17,1.64
Boris Diaw,SG,0.7,0.34,0.53,0.7,4.43,3.43,8.52
Kaniel Dickens,PF,0.5,0.11,0.51,0.5,0.57,0.1,1.3
Ronald Dupree,SF,0.49,0.12,0.34,0.49,1.56,0.4,1.93
Ndudi Ebi,SF,0.4,0.0,0.49,0.4,4.1,0.35,7.15
Francisco Elson,C,0.6,0.06,0.43,0.6,2.67,0.41,2.83
Desmond Ferguson,SF,0.0,0.38,0.5,0.0,0.6,0.1,1.9
T.J. Ford,PG,0.8,0.26,0.45,0.8,2.83,5.35,9.95
Richie Frahm,SF,0.64,0.34,0.51,0.64,1.17,0.65,3.85
Hiram Fuller,PF,0.33,0.0,0.38,0.33,2.8,0.5,2.0
Reece Gaines,PG,0.48,0.27,0.4,0.48,0.62,0.48,1.78
Alex Garcia,SG,0.62,0.14,0.26,0.62,0.95,1.15,3.5
Willie Green,SG,0.77,0.36,0.44,0.77,1.73,1.31,8.0
Ben Handlogten,C,0.6,0.0,0.53,0.6,3.15,0.5,4.25
Travis Hansen,SF,0.81,0.3,0.37,0.81,1.7,0.5,3.0
Udonis Haslem,PF,0.72,0.05,0.47,0.72,5.73,0.71,6.25
Jarvis Hayes,SF,0.79,0.35,0.45,0.79,3.2,1.13,8.5
Kirk Hinrich,PG,0.76,0.37,0.41,0.76,2.61,4.15,9.34
Josh Howard,SF,0.74,0.31,0.46,0.74,4.89,1.42,13.09
Brandon Hunter,PF,0.49,0.0,0.49,0.49,2.75,0.3,3.3
LeBron James,SG,0.73,0.34,0.55,0.73,7.45,7.41,27.05
Britton Johnsen,C,0.22,0.04,0.34,0.22,2.0,0.65,2.05
Linton Johnson,SF,0.42,0.26,0.37,0.42,1.98,0.33,2.44
Dahntay Jones,SG,0.68,0.27,0.43,0.68,1.79,0.84,5.39
James Jones,SF,0.8,0.39,0.38,0.8,1.55,0.46,4.64
Chris Kaman,C,0.76,0.02,0.49,0.76,7.22,1.28,10.86
Jason Kapono,SF,0.8,0.39,0.43,0.8,1.46,0.71,5.64
Kyle Korver,SF,0.87,0.43,0.47,0.87,2.8,1.62,9.53
Maciej Lampe,C,0.4,0.17,0.29,0.4,2.0,0.37,2.23
Raül López,PG,0.84,0.37,0.43,0.84,1.6,3.85,6.1
Keith McLeod,PG,0.83,0.28,0.38,0.83,1.17,2.37,5.07
Darko Miličić,C,0.47,0.0,0.43,0.47,3.45,0.79,4.87
Travis Outlaw,PF,0.74,0.31,0.43,0.74,2.91,0.76,7.68
Zaza Pachulia,C,0.75,0.0,0.47,0.75,5.74,1.32,6.7
Sasha Pavlović,SF,0.52,0.33,0.42,0.52,1.58,0.87,4.12
Desmond Penigar,PF,1.0,0.0,0.5,1.0,2.4,0.3,3.2
Kirk Penney,SG,0.0,0.17,0.25,0.0,0.4,0.4,1.0
Kendrick Perkins,C,0.57,0.0,0.51,0.57,5.32,0.98,4.82
Mickaël Piétrus,PG,0.66,0.35,0.47,0.66,2.86,0.73,7.83
Zoran Planinić,SG,0.68,0.3,0.45,0.68,1.33,1.1,3.83
Luke Ridnour,PG,0.81,0.34,0.45,0.81,2.12,4.15,8.46
Theron Smith,SF,0.81,0.38,0.33,0.81,2.8,0.6,2.7
Darius Songaila,PF,0.81,0.07,0.5,0.81,3.16,1.06,6.41
Mike Sweetney,PF,0.67,0.0,0.48,0.67,4.23,0.6,6.0
Ime Udoka,SF,0.62,0.25,0.42,0.62,2.4,0.86,3.94
Slavko Vraneš,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwyane Wade,PG,0.76,0.28,0.5,0.76,4.53,5.16,20.69
Luke Walton,PF,0.5,0.31,0.44,0.5,2.48,2.02,3.9
David West,PF,0.79,0.27,0.5,0.79,6.32,2.13,13.27
Mo Williams,SG,0.87,0.36,0.45,0.87,2.67,5.12,13.26
Tony Allen,SG,0.69,0.26,0.5,0.69,3.41,1.29,8.07
Rafael Araújo,C,0.65,0.11,0.41,0.65,2.77,0.33,2.73
Trevor Ariza,SF,0.73,0.29,0.49,0.73,4.57,2.05,9.33
Maurice Baker,PG,0.0,0.0,0.0,0.0,0.3,0.17,0.0
Andre Barrett,PG,0.64,0.18,0.45,0.64,1.11,1.94,3.41
Andris Biedriņš,C,0.35,0.0,0.62,0.35,6.28,0.82,5.2
Tony Bobbitt,SG,0.0,0.5,0.33,0.0,1.5,0.0,2.5
Matt Bonner,C,0.77,0.41,0.51,0.77,2.85,0.67,5.59
Antonio Burks,PG,0.59,0.22,0.44,0.59,0.55,1.25,2.5
Jackie Butler,C,0.88,0.0,0.67,0.88,1.77,0.33,4.1
Geno Carlisle,SG,0.67,0.0,0.67,0.67,0.2,0.2,1.3
Lionel Chalmers,PG,0.62,0.24,0.4,0.62,0.9,1.4,3.1
Josh Childress,SG,0.52,0.25,0.46,0.52,3.74,1.28,6.73
Nick Collison,C,0.69,0.05,0.56,0.69,4.7,0.97,5.36
Erik Daniels,SF,0.0,0.5,0.31,0.0,0.9,0.2,0.6
Carlos Delfino,SG,0.75,0.35,0.44,0.75,3.46,1.76,7.98
Luol Deng,SF,0.72,0.3,0.49,0.72,5.57,2.22,13.82
Chris Duhon,PG,0.72,0.35,0.43,0.72,2.17,4.26,6.14
Corsley Edwards,C,0.58,0.0,0.32,0.58,2.5,0.3,2.7
John Edwards,C,0.61,0.0,0.43,0.61,1.0,0.1,1.5
Andre Emmett,SG,0.61,0.0,0.5,0.61,0.65,0.1,1.55
Luis Flores,PG,0.67,0.65,0.32,0.67,0.43,0.47,2.43
Matt Freije,PF,0.73,0.2,0.36,0.73,2.0,0.65,3.05
Ben Gordon,SG,0.85,0.39,0.44,0.85,2.35,2.37,13.89
Devin Harris,PG,0.8,0.32,0.48,0.8,2.23,4.21,11.34
David Harrison,C,0.52,0.0,0.53,0.52,2.7,0.28,4.75
Dwight Howard,PF,0.56,0.14,0.6,0.56,12.07,1.36,16.49
Kris Humphries,PF,0.71,0.11,0.45,0.71,5.17,0.71,6.56
Andre Iguodala,SG,0.66,0.33,0.54,0.66,4.96,4.24,11.43
D.J. Mbenga,C,0.61,0.0,0.45,0.61,1.41,0.19,1.71
Royal Ivey,PG,0.63,0.33,0.39,0.63,0.96,0.78,2.64
Luke Jackson,SF,0.57,0.37,0.35,0.57,1.02,0.9,3.4
Al Jefferson,PF,0.71,0.07,0.5,0.71,8.16,1.43,15.21
Horace Jenkins,PG,0.92,0.0,0.42,0.92,0.6,0.6,2.8
Mark Jones,SF,0.5,0.0,0.33,0.5,1.3,0.6,2.3
Mario Kasun,C,0.67,0.0,0.47,0.67,2.45,0.15,2.75
Viktor Khryapa,SF,0.64,0.17,0.43,0.64,2.92,0.9,3.95
Brandin Knight,PG,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nenad Krstić,PF,0.75,0.05,0.5,0.75,5.31,0.77,9.93
Ibo Kutluay,SG,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Shaun Livingston,PG,0.78,0.1,0.48,0.78,2.32,2.86,6.0
Kevin Martin,PG,0.87,0.36,0.45,0.87,3.05,1.88,16.48
Jameer Nelson,PG,0.8,0.34,0.45,0.8,2.75,4.87,9.94
Andrés Nocioni,SF,0.77,0.35,0.44,0.77,4.32,1.13,10.03
Emeka Okafor,PF,0.6,0.0,0.51,0.6,9.28,0.85,11.44
Pavel Podkolzin,C,0.5,0.0,0.0,0.5,3.7,0.0,1.6
Peter John Ramos,C,0.5,0.0,0.5,0.5,0.7,0.0,1.8
Justin Reed,SF,0.74,0.0,0.42,0.74,1.36,0.5,3.5
Jared Reiner,C,0.28,0.0,0.34,0.28,2.3,0.3,1.15
Bernard Robinson,SG,0.8,0.09,0.38,0.8,1.78,0.76,2.96
Quinton Ross,SG,0.64,0.2,0.42,0.64,1.7,0.73,3.32
Ha Seung-Jin,C,0.51,0.0,0.51,0.51,1.35,0.05,1.5
Donta Smith,SG,0.59,0.39,0.49,0.59,1.0,0.7,2.5
J.R. Smith,SG,0.75,0.35,0.46,0.75,2.91,2.09,11.43
Josh Smith,SF,0.56,0.25,0.45,0.56,6.47,2.81,12.45
Kirk Snyder,SG,0.68,0.27,0.51,0.68,2.55,1.3,6.23
Pape Sow,C,0.66,0.0,0.39,0.66,2.4,0.2,2.4
Awvee Storey,SG,0.52,0.31,0.37,0.52,1.2,0.3,2.03
Robert Swift,C,0.72,0.0,0.46,0.72,2.9,0.17,3.1
Yuta Tabuse,PG,1.0,1.0,0.0,1.0,1.0,0.8,1.8
Sebastian Telfair,PG,0.78,0.3,0.42,0.78,1.49,3.23,7.0
Billy Thomas,SF,0.76,0.24,0.15,0.76,0.54,0.24,1.88
James Thomas,PF,0.3,0.0,0.55,0.3,2.22,0.15,1.63
Beno Udrih,PG,0.84,0.38,0.48,0.84,1.84,3.34,7.31
Anderson Varejão,PF,0.65,0.01,0.49,0.65,6.74,1.19,6.77
Jackson Vroman,C-PF,0.58,0.0,0.4,0.58,2.92,0.7,3.35
Sasha Vujačić,SG,0.75,0.37,0.39,0.75,1.83,1.21,5.16
Delonte West,SG,0.8,0.36,0.47,0.8,2.82,3.46,8.96
Damien Wilkins,SF,0.75,0.3,0.45,0.75,2.13,1.22,5.65
Dorell Wright,SF,0.79,0.29,0.45,0.79,3.31,1.27,6.79
Alex Acker,SG,0.38,0.25,0.41,0.38,0.88,0.5,2.38
Alan Anderson,SF,0.8,0.34,0.45,0.8,2.0,1.1,6.8
Martynas Andriuškevičius,C,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Earl Barron,C,0.59,0.04,0.35,0.59,4.95,0.6,4.53
Eddie Basden,SF,0.8,0.14,0.47,0.8,1.5,0.4,2.1
Brandon Bass,PF,0.81,0.08,0.49,0.81,4.17,0.7,7.82
Esteban Batista,PF,0.6,0.0,0.46,0.6,2.4,0.2,1.65
Andray Blatche,PF,0.72,0.23,0.47,0.72,5.1,1.31,9.37
Andrew Bogut,PF,0.53,0.14,0.5,0.53,7.69,1.9,7.71
Kevin Burleson,PG,0.94,0.18,0.35,0.94,0.7,1.2,1.8
Andrew Bynum,C,0.67,0.02,0.51,0.67,7.57,1.14,11.04
Will Bynum,PG,0.74,0.22,0.46,0.74,1.43,2.96,7.0
José Calderón,SG,0.88,0.38,0.5,0.88,2.33,5.32,8.22
Travis Diener,PG,0.58,0.26,0.37,0.58,0.84,1.53,2.9
Ike Diogu,PF,0.8,0.1,0.45,0.8,2.69,0.24,5.33
Monta Ellis,SG,0.77,0.31,0.48,0.77,3.46,4.7,17.96
Daniel Ewing,SG,0.78,0.3,0.43,0.78,1.25,1.4,3.35
Noel Felix,SF,0.62,0.33,0.23,0.62,1.1,0.2,1.5
Raymond Felton,PG,0.79,0.33,0.45,0.79,2.88,5.32,11.05
Gerald Fitch,PG,0.74,0.27,0.36,0.74,1.7,1.8,4.7
Sharrod Ford,PF,0.0,0.0,0.67,0.0,1.0,0.0,1.3
Channing Frye,C,0.83,0.36,0.51,0.83,4.01,0.94,7.81
Deng Gai,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco García,SF,0.76,0.35,0.47,0.76,2.25,1.29,7.1
Ryan Gomes,PF,0.68,0.28,0.47,0.68,3.96,1.22,8.4
Joey Graham,SF,0.81,0.32,0.5,0.81,2.65,0.53,5.63
Stephen Graham,SG,0.86,0.25,0.43,0.86,1.44,0.41,3.34
Danny Granger,SF,0.83,0.35,0.44,0.83,4.18,1.55,13.86
Devin Green,SG,0.62,0.0,0.23,0.62,0.9,0.3,0.9
Gerald Green,SG,0.76,0.33,0.5,0.76,2.37,0.8,8.6
Orien Greene,PG,0.44,0.1,0.41,0.44,0.95,0.7,1.65
Anthony Grundy,SG,0.64,0.33,0.61,0.64,1.4,0.8,4.3
Chuck Hayes,PF,0.65,0.0,0.48,0.65,4.45,1.03,3.23
Luther Head,SG,0.78,0.38,0.43,0.78,2.12,2.01,6.79
Julius Hodge,SG,0.66,0.0,0.46,0.66,0.8,1.15,1.47
Randy Holcomb,SF,0.0,0.0,1.0,0.0,0.3,0.0,0.5
Jarrett Jack,SG,0.86,0.3,0.5,0.86,2.74,4.48,10.31
Šarūnas Jasikevičius,PG,0.9,0.34,0.44,0.9,1.3,2.75,6.27
Amir Johnson,SF,0.7,0.24,0.6,0.7,4.97,1.14,6.76
Dwayne Jones,PF,0.42,0.0,0.3,0.42,1.84,0.06,1.04
Linas Kleiza,PF,0.76,0.31,0.48,0.76,3.53,0.79,8.63
